identifiant GO	définition	occurence	pvalue
GO:0008234	F:cysteine-type peptidase activity	{'GO:0000006': 0}	1.0
GO:0008235	F:metalloexopeptidase activity	{'GO:0000006': 0}	1.0
GO:0008236	F:serine-type peptidase activity	{'GO:0000006': 0}	1.0
GO:0008237	F:metallopeptidase activity	{'GO:0000006': 0}	1.0
GO:0008252	F:nucleotidase activity	{'GO:0000006': 0}	1.0
GO:0008253	F:5'-nucleotidase activity	{'GO:0000006': 0}	1.0
GO:0008254	F:3'-nucleotidase activity	{'GO:0000006': 0}	1.0
GO:0008263	F:pyrimidine-specific mismatch base pair DNA N-glycosylase activity	{'GO:0000006': 0}	1.0
GO:0008270	F:zinc ion binding	{'GO:0000006': 0}	1.0
GO:0008271	F:secondary active sulfate transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0008272	P:sulfate transport	{'GO:0000006': 0}	1.0
GO:0008273	F:calcium, potassium:sodium antiporter activity	{'GO:0000006': 0}	1.0
GO:0008276	F:protein methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008289	F:lipid binding	{'GO:0000006': 0}	1.0
GO:0008295	P:spermidine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008296	F:3'-5'-exodeoxyribonuclease activity	{'GO:0000006': 0}	1.0
GO:0008299	P:isoprenoid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008301	F:DNA binding, bending	{'GO:0000006': 0}	1.0
GO:0008310	F:single-stranded DNA 3'-5' exodeoxyribonuclease activity	{'GO:0000006': 0}	1.0
GO:0008312	F:7S RNA binding	{'GO:0000006': 0}	1.0
GO:0008320	F:protein transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0008324	F:cation transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0008327	F:methyl-CpG binding	{'GO:0000006': 0}	1.0
GO:0008360	P:regulation of cell shape	{'GO:0000006': 0}	1.0
GO:0008375	F:acetylglucosaminyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008379	F:thioredoxin peroxidase activity	{'GO:0000006': 0}	1.0
GO:0008381	F:mechanosensitive ion channel activity	{'GO:0000006': 0}	1.0
GO:0008408	F:3'-5' exonuclease activity	{'GO:0000006': 0}	1.0
GO:0008409	F:5'-3' exonuclease activity	{'GO:0000006': 0}	1.0
GO:0008410	F:CoA-transferase activity	{'GO:0000006': 0}	1.0
GO:0008412	F:4-hydroxybenzoate octaprenyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008413	F:8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	{'GO:0000006': 0}	1.0
GO:0008417	F:fucosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008422	F:beta-glucosidase activity	{'GO:0000006': 0}	1.0
GO:0008425	F:2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008428	F:ribonuclease inhibitor activity	{'GO:0000006': 0}	1.0
GO:0008430	F:selenium binding	{'GO:0000006': 0}	1.0
GO:0008441	F:3'(2'),5'-bisphosphate nucleotidase activity	{'GO:0000006': 0}	1.0
GO:0008442	F:3-hydroxyisobutyrate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008443	F:phosphofructokinase activity	{'GO:0000006': 0}	1.0
GO:0008444	F:CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008446	F:GDP-mannose 4,6-dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008448	F:N-acetylglucosamine-6-phosphate deacetylase activity	{'GO:0000006': 0}	1.0
GO:0008452	F:RNA ligase activity	{'GO:0000006': 0}	1.0
GO:0008460	F:dTDP-glucose 4,6-dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008470	F:isovaleryl-CoA dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008477	F:purine nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0008478	F:pyridoxal kinase activity	{'GO:0000006': 0}	1.0
GO:0008479	F:queuine tRNA-ribosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008483	F:transaminase activity	{'GO:0000006': 0}	1.0
GO:0008484	F:sulfuric ester hydrolase activity	{'GO:0000006': 0}	1.0
GO:0008490	F:arsenite secondary active transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0008494	F:translation activator activity	{'GO:0000006': 0}	1.0
GO:0008495	F:protoheme IX farnesyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008519	F:ammonium transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0008531	F:riboflavin kinase activity	{'GO:0000006': 0}	1.0
GO:0008534	F:oxidized purine nucleobase lesion DNA N-glycosylase activity	{'GO:0000006': 0}	1.0
GO:0008551	F:cadmium transmembrane transporter activity, phosphorylative mechanism	{'GO:0000006': 0}	1.0
GO:0008556	F:potassium transmembrane transporter activity, phosphorylative mechanism	{'GO:0000006': 0}	1.0
GO:0008559	F:ATPase-coupled xenobiotic transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0008610	P:lipid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008615	P:pyridoxine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008616	P:queuosine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008641	F:ubiquitin-like modifier activating enzyme activity	{'GO:0000006': 0}	1.0
GO:0008643	P:carbohydrate transport	{'GO:0000006': 0}	1.0
GO:0008650	F:rRNA (uridine-2'-O-)-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008652	P:cellular amino acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008653	P:lipopolysaccharide metabolic process	{'GO:0000006': 0}	1.0
GO:0008654	P:phospholipid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0008657	F:DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity	{'GO:0000006': 0}	1.0
GO:0008658	F:penicillin binding	{'GO:0000006': 0}	1.0
GO:0008659	F:(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008661	F:1-deoxy-D-xylulose-5-phosphate synthase activity	{'GO:0000006': 0}	1.0
GO:0008662	F:1-phosphofructokinase activity	{'GO:0000006': 0}	1.0
GO:0008663	F:2',3'-cyclic-nucleotide 2'-phosphodiesterase activity	{'GO:0000006': 0}	1.0
GO:0008664	F:2'-5'-RNA ligase activity	{'GO:0000006': 0}	1.0
GO:0008666	F:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008667	F:2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008668	F:(2,3-dihydroxybenzoyl)adenylate synthase activity	{'GO:0000006': 0}	1.0
GO:0008670	F:2,4-dienoyl-CoA reductase (NADPH) activity	{'GO:0000006': 0}	1.0
GO:0008671	F:2-dehydro-3-deoxygalactonokinase activity	{'GO:0000006': 0}	1.0
GO:0008672	F:2-dehydro-3-deoxyglucarate aldolase activity	{'GO:0000006': 0}	1.0
GO:0008673	F:2-dehydro-3-deoxygluconokinase activity	{'GO:0000006': 0}	1.0
GO:0008674	F:2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity	{'GO:0000006': 0}	1.0
GO:0008675	F:2-dehydro-3-deoxy-phosphogluconate aldolase activity	{'GO:0000006': 0}	1.0
GO:0008676	F:3-deoxy-8-phosphooctulonate synthase activity	{'GO:0000006': 0}	1.0
GO:0008677	F:2-dehydropantoate 2-reductase activity	{'GO:0000006': 0}	1.0
GO:0008678	F:2-deoxy-D-gluconate 3-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008679	F:2-hydroxy-3-oxopropionate reductase activity	{'GO:0000006': 0}	1.0
GO:0008681	F:2-octaprenyl-6-methoxyphenol hydroxylase activity	{'GO:0000006': 0}	1.0
GO:0008682	F:2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity	{'GO:0000006': 0}	1.0
GO:0008684	F:2-oxopent-4-enoate hydratase activity	{'GO:0000006': 0}	1.0
GO:0008685	F:2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	{'GO:0000006': 0}	1.0
GO:0008686	F:3,4-dihydroxy-2-butanone-4-phosphate synthase activity	{'GO:0000006': 0}	1.0
GO:0008688	F:3-(3-hydroxyphenyl)propionate hydroxylase activity	{'GO:0000006': 0}	1.0
GO:0008689	F:3-demethylubiquinone-9 3-O-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008690	F:3-deoxy-manno-octulosonate cytidylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008691	F:3-hydroxybutyryl-CoA dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008692	F:3-hydroxybutyryl-CoA epimerase activity	{'GO:0000006': 0}	1.0
GO:0008693	F:3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008694	F:3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity	{'GO:0000006': 0}	1.0
GO:0008695	F:3-phenylpropionate dioxygenase activity	{'GO:0000006': 0}	1.0
GO:0008696	F:4-amino-4-deoxychorismate lyase activity	{'GO:0000006': 0}	1.0
GO:0008697	F:4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity	{'GO:0000006': 0}	1.0
GO:0008700	F:4-hydroxy-2-oxoglutarate aldolase activity	{'GO:0000006': 0}	1.0
GO:0008701	F:4-hydroxy-2-oxovalerate aldolase activity	{'GO:0000006': 0}	1.0
GO:0008703	F:5-amino-6-(5-phosphoribosylamino)uracil reductase activity	{'GO:0000006': 0}	1.0
GO:0008705	F:methionine synthase activity	{'GO:0000006': 0}	1.0
GO:0008706	F:6-phospho-beta-glucosidase activity	{'GO:0000006': 0}	1.0
GO:0008707	F:4-phytase activity	{'GO:0000006': 0}	1.0
GO:0008709	F:cholate 7-alpha-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008710	F:8-amino-7-oxononanoate synthase activity	{'GO:0000006': 0}	1.0
GO:0008712	F:ADP-glyceromanno-heptose 6-epimerase activity	{'GO:0000006': 0}	1.0
GO:0008713	F:ADP-heptose-lipopolysaccharide heptosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008714	F:AMP nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0008715	F:CDP-diacylglycerol diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0008716	F:D-alanine-D-alanine ligase activity	{'GO:0000006': 0}	1.0
GO:0008718	F:D-amino-acid dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008719	F:dihydroneopterin triphosphate 2'-epimerase activity	{'GO:0000006': 0}	1.0
GO:0008720	F:D-lactate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008721	F:D-serine ammonia-lyase activity	{'GO:0000006': 0}	1.0
GO:0008725	F:DNA-3-methyladenine glycosylase activity	{'GO:0000006': 0}	1.0
GO:0008726	F:alkanesulfonate monooxygenase activity	{'GO:0000006': 0}	1.0
GO:0008727	F:GDP-mannose mannosyl hydrolase activity	{'GO:0000006': 0}	1.0
GO:0008728	F:GTP diphosphokinase activity	{'GO:0000006': 0}	1.0
GO:0008730	F:L(+)-tartrate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008732	F:L-allo-threonine aldolase activity	{'GO:0000006': 0}	1.0
GO:0008733	F:L-arabinose isomerase activity	{'GO:0000006': 0}	1.0
GO:0008734	F:L-aspartate oxidase activity	{'GO:0000006': 0}	1.0
GO:0008735	F:carnitine dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008736	F:L-fucose isomerase activity	{'GO:0000006': 0}	1.0
GO:0008737	F:L-fuculokinase activity	{'GO:0000006': 0}	1.0
GO:0008738	F:L-fuculose-phosphate aldolase activity	{'GO:0000006': 0}	1.0
GO:0008740	F:L-rhamnose isomerase activity	{'GO:0000006': 0}	1.0
GO:0008741	F:ribulokinase activity	{'GO:0000006': 0}	1.0
GO:0008742	F:L-ribulose-phosphate 4-epimerase activity	{'GO:0000006': 0}	1.0
GO:0008743	F:L-threonine 3-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008744	F:L-xylulokinase activity	{'GO:0000006': 0}	1.0
GO:0008745	F:N-acetylmuramoyl-L-alanine amidase activity	{'GO:0000006': 0}	1.0
GO:0008746	F:NAD(P)+ transhydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008747	F:N-acetylneuraminate lyase activity	{'GO:0000006': 0}	1.0
GO:0008748	F:N-ethylmaleimide reductase activity	{'GO:0000006': 0}	1.0
GO:0008750	F:NAD(P)+ transhydrogenase (AB-specific) activity	{'GO:0000006': 0}	1.0
GO:0008752	F:FMN reductase activity	{'GO:0000006': 0}	1.0
GO:0008753	F:NADPH dehydrogenase (quinone) activity	{'GO:0000006': 0}	1.0
GO:0008756	F:o-succinylbenzoate-CoA ligase activity	{'GO:0000006': 0}	1.0
GO:0008757	F:S-adenosylmethionine-dependent methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008758	F:UDP-2,3-diacylglucosamine hydrolase activity	{'GO:0000006': 0}	1.0
GO:0008759	F:UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	{'GO:0000006': 0}	1.0
GO:0008760	F:UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008761	F:UDP-N-acetylglucosamine 2-epimerase activity	{'GO:0000006': 0}	1.0
GO:0008762	F:UDP-N-acetylmuramate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008763	F:UDP-N-acetylmuramate-L-alanine ligase activity	{'GO:0000006': 0}	1.0
GO:0008764	F:UDP-N-acetylmuramoylalanine-D-glutamate ligase activity	{'GO:0000006': 0}	1.0
GO:0008765	F:UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity	{'GO:0000006': 0}	1.0
GO:0008766	F:UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	{'GO:0000006': 0}	1.0
GO:0008767	F:UDP-galactopyranose mutase activity	{'GO:0000006': 0}	1.0
GO:0008768	F:UDP-sugar diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0008770	F:[acyl-carrier-protein] phosphodiesterase activity	{'GO:0000006': 0}	1.0
GO:0008771	F:[citrate (pro-3S)-lyase] ligase activity	{'GO:0000006': 0}	1.0
GO:0008772	F:[isocitrate dehydrogenase (NADP+)] kinase activity	{'GO:0000006': 0}	1.0
GO:0008773	F:[protein-PII] uridylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008774	F:acetaldehyde dehydrogenase (acetylating) activity	{'GO:0000006': 0}	1.0
GO:0008775	F:acetate CoA-transferase activity	{'GO:0000006': 0}	1.0
GO:0008776	F:acetate kinase activity	{'GO:0000006': 0}	1.0
GO:0008777	F:acetylornithine deacetylase activity	{'GO:0000006': 0}	1.0
GO:0008779	F:acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008780	F:acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008782	F:adenosylhomocysteine nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0008783	F:agmatinase activity	{'GO:0000006': 0}	1.0
GO:0008784	F:alanine racemase activity	{'GO:0000006': 0}	1.0
GO:0008785	F:alkyl hydroperoxide reductase activity	{'GO:0000006': 0}	1.0
GO:0008786	F:allose 6-phosphate isomerase activity	{'GO:0000006': 0}	1.0
GO:0008787	F:allose kinase activity	{'GO:0000006': 0}	1.0
GO:0008788	F:alpha,alpha-phosphotrehalase activity	{'GO:0000006': 0}	1.0
GO:0008789	F:altronate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008790	F:arabinose isomerase activity	{'GO:0000006': 0}	1.0
GO:0008791	F:arginine N-succinyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008792	F:arginine decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0008793	F:aromatic-amino-acid:2-oxoglutarate aminotransferase activity	{'GO:0000006': 0}	1.0
GO:0008794	F:arsenate reductase (glutaredoxin) activity	{'GO:0000006': 0}	1.0
GO:0008795	F:NAD+ synthase activity	{'GO:0000006': 0}	1.0
GO:0008796	F:bis(5'-nucleosyl)-tetraphosphatase activity	{'GO:0000006': 0}	1.0
GO:0008797	F:aspartate ammonia-lyase activity	{'GO:0000006': 0}	1.0
GO:0008798	F:beta-aspartyl-peptidase activity	{'GO:0000006': 0}	1.0
GO:0008800	F:beta-lactamase activity	{'GO:0000006': 0}	1.0
GO:0008801	F:beta-phosphoglucomutase activity	{'GO:0000006': 0}	1.0
GO:0008802	F:betaine-aldehyde dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008803	F:bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	{'GO:0000006': 0}	1.0
GO:0008804	F:carbamate kinase activity	{'GO:0000006': 0}	1.0
GO:0008806	F:carboxymethylenebutenolidase activity	{'GO:0000006': 0}	1.0
GO:0008808	F:cardiolipin synthase activity	{'GO:0000006': 0}	1.0
GO:0008809	F:carnitine racemase activity	{'GO:0000006': 0}	1.0
GO:0008810	F:cellulase activity	{'GO:0000006': 0}	1.0
GO:0008812	F:choline dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008813	F:chorismate lyase activity	{'GO:0000006': 0}	1.0
GO:0008814	F:citrate CoA-transferase activity	{'GO:0000006': 0}	1.0
GO:0008815	F:citrate (pro-3S)-lyase activity	{'GO:0000006': 0}	1.0
GO:0008816	F:citryl-CoA lyase activity	{'GO:0000006': 0}	1.0
GO:0008817	F:cob(I)yrinic acid a,c-diamide adenosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008818	F:cobalamin 5'-phosphate synthase activity	{'GO:0000006': 0}	1.0
GO:0008819	F:cobinamide kinase activity	{'GO:0000006': 0}	1.0
GO:0008820	F:cobinamide phosphate guanylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008821	F:crossover junction endodeoxyribonuclease activity	{'GO:0000006': 0}	1.0
GO:0008824	F:cyanate hydratase activity	{'GO:0000006': 0}	1.0
GO:0008825	F:cyclopropane-fatty-acyl-phospholipid synthase activity	{'GO:0000006': 0}	1.0
GO:0008827	F:cytochrome o ubiquinol oxidase activity	{'GO:0000006': 0}	1.0
GO:0008828	F:dATP pyrophosphohydrolase activity	{'GO:0000006': 0}	1.0
GO:0008829	F:dCTP deaminase activity	{'GO:0000006': 0}	1.0
GO:0008830	F:dTDP-4-dehydrorhamnose 3,5-epimerase activity	{'GO:0000006': 0}	1.0
GO:0008831	F:dTDP-4-dehydrorhamnose reductase activity	{'GO:0000006': 0}	1.0
GO:0008832	F:dGTPase activity	{'GO:0000006': 0}	1.0
GO:0008833	F:deoxyribonuclease IV (phage-T4-induced) activity	{'GO:0000006': 0}	1.0
GO:0008834	F:di-trans,poly-cis-decaprenylcistransferase activity	{'GO:0000006': 0}	1.0
GO:0008835	F:diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	{'GO:0000006': 0}	1.0
GO:0008836	F:diaminopimelate decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0008837	F:diaminopimelate epimerase activity	{'GO:0000006': 0}	1.0
GO:0008838	F:diaminopropionate ammonia-lyase activity	{'GO:0000006': 0}	1.0
GO:0008839	F:4-hydroxy-tetrahydrodipicolinate reductase	{'GO:0000006': 0}	1.0
GO:0008840	F:4-hydroxy-tetrahydrodipicolinate synthase activity	{'GO:0000006': 0}	1.0
GO:0008841	F:dihydrofolate synthase activity	{'GO:0000006': 0}	1.0
GO:0008843	F:endochitinase activity	{'GO:0000006': 0}	1.0
GO:0008847	F:Enterobacter ribonuclease activity	{'GO:0000006': 0}	1.0
GO:0008849	F:enterochelin esterase activity	{'GO:0000006': 0}	1.0
GO:0008851	F:ethanolamine ammonia-lyase activity	{'GO:0000006': 0}	1.0
GO:0008852	F:exodeoxyribonuclease I activity	{'GO:0000006': 0}	1.0
GO:0008853	F:exodeoxyribonuclease III activity	{'GO:0000006': 0}	1.0
GO:0008854	F:exodeoxyribonuclease V activity	{'GO:0000006': 0}	1.0
GO:0008855	F:exodeoxyribonuclease VII activity	{'GO:0000006': 0}	1.0
GO:0008859	F:exoribonuclease II activity	{'GO:0000006': 0}	1.0
GO:0008860	F:ferredoxin-NAD+ reductase activity	{'GO:0000006': 0}	1.0
GO:0008861	F:formate C-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008863	F:formate dehydrogenase (NAD+) activity	{'GO:0000006': 0}	1.0
GO:0008864	F:formyltetrahydrofolate deformylase activity	{'GO:0000006': 0}	1.0
GO:0008865	F:fructokinase activity	{'GO:0000006': 0}	1.0
GO:0008866	F:fructuronate reductase activity	{'GO:0000006': 0}	1.0
GO:0008867	F:galactarate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008868	F:galactitol-1-phosphate 5-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008869	F:galactonate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008870	F:galactoside O-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008872	F:glucarate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0008873	F:gluconate 2-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008874	F:gluconate 5-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008876	F:quinoprotein glucose dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008877	F:glucose-1-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0008878	F:glucose-1-phosphate adenylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008879	F:glucose-1-phosphate thymidylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008880	F:glucuronate isomerase activity	{'GO:0000006': 0}	1.0
GO:0008881	F:glutamate racemase activity	{'GO:0000006': 0}	1.0
GO:0008882	F:[glutamate-ammonia-ligase] adenylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008883	F:glutamyl-tRNA reductase activity	{'GO:0000006': 0}	1.0
GO:0008884	F:glutathionylspermidine amidase activity	{'GO:0000006': 0}	1.0
GO:0008885	F:glutathionylspermidine synthase activity	{'GO:0000006': 0}	1.0
GO:0008887	F:glycerate kinase activity	{'GO:0000006': 0}	1.0
GO:0008888	F:glycerol dehydrogenase [NAD+] activity	{'GO:0000006': 0}	1.0
GO:0008889	F:glycerophosphodiester phosphodiesterase activity	{'GO:0000006': 0}	1.0
GO:0008890	F:glycine C-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008891	F:glycolate oxidase activity	{'GO:0000006': 0}	1.0
GO:0008892	F:guanine deaminase activity	{'GO:0000006': 0}	1.0
GO:0008893	F:guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0008894	F:guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0008897	F:holo-[acyl-carrier-protein] synthase activity	{'GO:0000006': 0}	1.0
GO:0008898	F:S-adenosylmethionine-homocysteine S-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008899	F:homoserine O-succinyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008901	F:ferredoxin hydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008902	F:hydroxymethylpyrimidine kinase activity	{'GO:0000006': 0}	1.0
GO:0008903	F:hydroxypyruvate isomerase activity	{'GO:0000006': 0}	1.0
GO:0008906	F:inosine kinase activity	{'GO:0000006': 0}	1.0
GO:0008907	F:integrase activity	{'GO:0000006': 0}	1.0
GO:0008908	F:isochorismatase activity	{'GO:0000006': 0}	1.0
GO:0008909	F:isochorismate synthase activity	{'GO:0000006': 0}	1.0
GO:0008911	F:lactaldehyde dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0008912	F:lactaldehyde reductase activity	{'GO:0000006': 0}	1.0
GO:0008913	F:lauroyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008914	F:leucyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008915	F:lipid-A-disaccharide synthase activity	{'GO:0000006': 0}	1.0
GO:0008917	F:lipopolysaccharide N-acetylglucosaminyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008918	F:lipopolysaccharide 3-alpha-galactosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008919	F:lipopolysaccharide glucosyltransferase I activity	{'GO:0000006': 0}	1.0
GO:0008920	F:lipopolysaccharide heptosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008921	F:lipopolysaccharide-1,6-galactosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0008922	F:long-chain fatty acid [acyl-carrier-protein] ligase activity	{'GO:0000006': 0}	1.0
